cluster_id,media_type,media_subtypes,language,content,content_normalized,length,number_of_authors,years_recycled,engagement_counts,qwen_family,qwen_subclass,gpt5mini_family,gpt5mini_subclass,sonnet_family,sonnet_subclass,plurality_family,plurality_subclass
17808991587973747324,text,,ar,يطور _ Develop _ ديڤيلوب يمد _ Provide _ بروڤايد يدعم _ Support _ سبورت يفتقد _Miss _ مِس يسكن / يعيش _ Live _ لِڤ يحب _ Love _لاڤ يكره _ Hate _ هيت يخون _Betray _ بتراي يكافح _ Struggle _ستراقل يتمنى _ Wish _ وِش يأمل _Hope _ هووب يستمتع _ enjoy _ إنچوي يشرح _Explain _ اكسبلين,يطور _ develop _ ديڤيلوب يمد _ provide _ بروڤايد يدعم _ support _ سبورت يفتقد _miss _ م س يسكن يعيش _ live _ ل ڤ يحب _ love _لاڤ يكره _ hate _ هيت يخون _betray _ بتراي يكافح _ struggle _ستراقل يتمنى _ wish _ و ش يأمل _hope _ هووب يستمتع _ enjoy _ إنچوي يشرح _explain _ اكسبلين,278,4,"[2020, 2021]","[798, 610, 334, 233, 604, 384, 131, 335, 288, 112]",assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle
3013269732348232499,media,video,ar,مساج يعدل المزاج مساج برايفت للسيدات والكابلز استرخائى لعلاج الارهاق والتوتر علاجى لالم المفاصل والعضلات والظهر والرقبه مساج Full body رجاء الجادين فقط من القاهره او الجيزه التواصل خاص واتساب او تليجرام 01551383110 https://t.co/6mDaXLSFqJ,مساج يعدل المزاج مساج برايفت للسيدات والكابلز استرخائى لعلاج الارهاق والتوتر علاجى لالم المفاصل والعضلات والظهر والرقبه مساج full body رجاء الجادين فقط من القاهره او الجيزه التواصل خاص واتساب او تليجرام 01551383110,238,4,"[2021, 2022]","[238, 78, 215, 517, 100, 57, 253, 165, 629, 119, 154, 78, 1977, 94, 484]",assertion,commercial_solicitation,solicitation,commercial_solicitation,solicitation,commercial_solicitation,solicitation,commercial_solicitation
1664240692042464847,media,photo,ar,"Happy birthday, Mister! ❤️ https://t.co/ne3IvVAvLl",happy birthday mister,50,6,"[2013, 2015, 2016, 2019]","[14303, 1485, 9070, 142, 642, 757]",expression,everyday_reflection,expression,everyday_reflection,assertion,personal_announcement,expression,everyday_reflection
18420040343078589011,text,,ar,It is easy to see the faults of other. but it is hard to see our own.  من السهل أن نرى أخطاء الآخرين. لكن من الصعب أن نرى أخطائنا.,it is easy to see the faults of other but it is hard to see our own من السهل أن نرى أخطاء الآخرين لكن من الصعب أن نرى أخطائنا,130,6,"[2013, 2014, 2015]","[110, 52, 115, 65, 596, 153, 294]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
15210073368007573562,text,,ar,good morning! have a productive day! 🌿,good morning have a productive day,38,7,"[2013, 2014, 2016, 2021, 2022]","[118, 99, 100, 86, 950, 601, 505, 51, 241]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
15703016984361852270,media,photo,ar,#BuŞehirArkandanGelecek https://t.co/lHJcRluCwV,buşehirarkandangelecek,47,9,"[2016, 2017, 2019, 2022]","[74, 85, 100, 101, 51, 55, 72, 114, 116, 95, 75, 104, 259, 72, 139, 2552, 428]",expression,everyday_reflection,non_content,degenerate_filler,non_content,degenerate_filler,non_content,degenerate_filler
14581733263465269679,text,,ar,Instagram: ❌ Whatsapp: ❌  TWITTER: 😎 https://t.co/sivJaF6fKZ,instagram whatsapp twitter,60,7,"[2017, 2021]","[742, 1959, 755, 243, 734, 113, 19670]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
9119945765357219172,media,photo|photo,ar,🌊💙  #BirceAkalay #İbrahimÇelikkol https://t.co/oJb66Wa3tb,birceakalay i brahimçelikkol,57,8,"[2018, 2019, 2021, 2022]","[76, 164, 163, 54, 60, 105, 91, 366, 228, 388, 675, 593, 618, 219, 325, 53]",non_content,degenerate_filler,expression,everyday_reflection,non_content,degenerate_filler,non_content,degenerate_filler
1404030555864134918,text,,ar,فكرة ان شخص بياخد من وقته و حياته عشان يرد عليك on time لما تبعتله ديه حاجة جميلة جدا. بتحسس الشخص اللى باعت ان انت قيم عنده لدرجة ان الnotification بتاع اسمك كافي اني يترك اللى بيعمله و يرد. تقدير الشخص و احترامه مش لازم تبقى حاجة معقدة.,فكرة ان شخص بياخد من وقته و حياته عشان يرد عليك on time لما تبعتله ديه حاجة جميلة جدا بتحسس الشخص اللى باعت ان انت قيم عنده لدرجة ان الnotification بتاع اسمك كافي اني يترك اللى بيعمله و يرد تقدير الشخص و احترامه مش لازم تبقى حاجة معقدة,238,9,"[2018, 2019, 2020]","[15059, 4268, 334, 61, 4802, 1760, 2097, 2795, 1528, 563]",expression,everyday_reflection,expression,everyday_reflection,expression,aphorism,expression,everyday_reflection
17725096719410717534,text,,ar,فقط _ Only _ اونلي دور _ Role _ روول يؤدي إلى _ Lead to _ ليد تو مهر _ Dowry _ داوري قدسية الأشياء _ Sanctity _ سينتتي هدف _ Target _ تارقيت دقيقة _ minute _ مينيت يجيب _ Answer _ انسر يظهر _ Appear _ ابير يقفز _ Jump _ جمب يرضى _ Satisfy _ ساتسيفاي الليلة _ Tonight _ تونايت,فقط _ only _ اونلي دور _ role _ روول يؤدي إلى _ lead to _ ليد تو مهر _ dowry _ داوري قدسية الأشياء _ sanctity _ سينتتي هدف _ target _ تارقيت دقيقة _ minute _ مينيت يجيب _ answer _ انسر يظهر _ appear _ ابير يقفز _ jump _ جمب يرضى _ satisfy _ ساتسيفاي الليلة _ tonight _ تونايت,275,7,"[2019, 2020, 2021, 2022]","[607, 326, 140, 322, 184, 500, 298, 714, 812, 231, 781, 359, 196, 263, 163, 173, 167, 208, 237, 276, 178, 126, 123, 110, 190, 120, 247, 62, 111, 99, 231, 113, 146, 324, 146, 406, 80, 67, 222]",assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle
935455277116942804,text,,ar,بحب أوى اللى يشاركنى أغانى ويحكيلي Details محدش يعرفها غيرى ويهتم بزعلى حتى لو مش هو السبب and this means a lot for me,بحب أوى اللى يشاركنى أغانى ويحكيلي details محدش يعرفها غيرى ويهتم بزعلى حتى لو مش هو السبب and this means a lot for me,118,7,"[2020, 2021, 2022]","[3904, 3796, 350, 3944, 3822, 3460, 365, 388, 429, 3336, 227]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
13039243420766487099,text,,ar,عزيز ( Dear - دير )  يرتدي ( Wear - وير )  دمعة ( Tear - تير )  خلفي ( Rear - رير )  عام ( Year - يير )  يسمع ( Hear - هير )  خوف ( Fear - فير ),عزيز dear دير يرتدي wear وير دمعة tear تير خلفي rear رير عام year يير يسمع hear هير خوف fear فير,144,7,"[2020, 2021, 2022]","[412, 507, 834, 709, 172, 128, 147, 182, 81, 105, 62, 232, 96, 117, 82, 96, 462, 226, 222]",assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle
17424590139526757387,text,,ar,مشرق - bright - برايت   يقاتل - fight - فايت   رعب - fright - فرايت   ضوء - light - لايت   ربما - might - مايت   ليل - night - نايت   صحيح - right - رايت    رحلة طيران - flight - فلايت    مشهد - sight - سايت,مشرق bright برايت يقاتل fight فايت رعب fright فرايت ضوء light لايت ربما might مايت ليل night نايت صحيح right رايت رحلة طيران flight فلايت مشهد sight سايت,207,6,"[2021, 2022]","[223, 228, 833, 603, 145, 275, 83, 195, 178, 85, 114, 100, 153, 137, 54, 96, 125, 108, 121, 184, 83, 186, 438, 111, 120, 165, 70, 106, 77, 181, 508, 306, 365]",assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle
3123278948422869754,media,photo,en,"SMELLY CAT, SMELLY CAT WHAT ARE THEY FEEDING YOU? SMELLY CAT, SMELLY CAT IT'S NOT YOUR FAULT https://t.co/qr7z4DfwOC",smelly cat smelly cat what are they feeding you smelly cat smelly cat it s not your fault,116,16,"[2012, 2014, 2016, 2017, 2018, 2019, 2020, 2021]","[31245, 1652, 354, 7849, 108, 6385, 657, 764, 977, 1977, 257, 1686, 202, 119, 6163, 222]",borrowed,song_lyric,borrowed,song_lyric,borrowed,song_lyric,borrowed,song_lyric
7802102120223571093,text,,en,"You can't bring back the past, it's gone. All you can do is let go, move on and make better memories for the future.",you can t bring back the past it s gone all you can do is let go move on and make better memories for the future,116,18,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020]","[152, 2166, 574, 89, 98, 87, 65, 1153, 58, 50, 2351, 131, 137, 382, 90, 101, 159, 63, 142, 488]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
17336532307195675397,text,,en,How do we not have lightsabers yet? It’s like scientists aren’t even trying.,how do we not have lightsabers yet it s like scientists aren t even trying,76,10,"[2012, 2014, 2019]","[949, 275, 970, 2242, 838, 54, 671, 835, 1665, 1078, 7379, 84, 575, 908, 116]",expression,everyday_reflection,expression,everyday_reflection,expression,constructed_joke,expression,everyday_reflection
5513207137852989719,text,,en,"I hate when waiters ask, ""Are you done with that?"" When the plate is completely clear. Like nah, imma eat the plate too.",i hate when waiters ask are you done with that when the plate is completely clear like nah imma eat the plate too,120,15,"[2013, 2014, 2015, 2016]","[1436, 60, 2227, 115, 1560, 558, 1407, 182, 67, 297, 762, 1005, 98, 83, 63, 248, 213, 203, 256, 95, 82, 124, 54, 50, 60]",expression,constructed_joke,expression,constructed_joke,expression,constructed_joke,expression,constructed_joke
